Timestamp,model,transportion_sentence,transportation_completion
2024-01-23-T-06-03-37,gpt-3.5-turbo,"More than one sentence found: Located at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-05-59-07,gpt-3.5-turbo,"More than one sentence found: Located at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-05-22-40,gpt-3.5-turbo,"More than one sentence found: Endoscopy: Located at 300 Pasteur Drive, Stanford Hospital, Ground floor.  Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-06-40-33,gpt-3.5-turbo,"More than one sentence found: Located at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-04-59-29,gpt-3.5-turbo,"More than one sentence found: Endoscopy: Located at 300 Pasteur Drive, Stanford Hospital, Ground floor.  Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-06-04-32,gpt-3.5-turbo,"More than one sentence found: Endoscopy: Located at 300 Pasteur Drive, Stanford Hospital, Ground floor.  Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-05-53-35,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-05-09-30,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-05-33-30,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-06-13-55,gpt-3.5-turbo,"More than one sentence found: Endoscopy: Located at 300 Pasteur Drive, Stanford Hospital, Ground floor.  Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-06-00-40,gpt-3.5-turbo,"More than one sentence found: Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-05-56-00,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-06-10-50,gpt-3.5-turbo,"More than one sentence found: Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-05-34-57,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-05-01-01,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-05-07-56,gpt-3.5-turbo,"More than one sentence found: Located at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-05-59-54,gpt-3.5-turbo,"More than one sentence found: Endoscopy: Located at 300 Pasteur Drive, Stanford Hospital, Ground floor.  Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-05-48-54,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-06-02-48,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-05-18-01,gpt-3.5-turbo,"More than one sentence found: Endoscopy: Located at 300 Pasteur Drive, Stanford Hospital, Ground floor.  Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-05-10-16,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-06-28-29,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-05-02-26,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-06-06-10,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-06-37-37,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-06-07-38,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-05-41-10,gpt-3.5-turbo,"More than one sentence found: Endoscopy: Located at 300 Pasteur Drive, Stanford Hospital, Ground floor.  Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-04-54-57,gpt-3.5-turbo,"More than one sentence found: Endoscopy: Located at 300 Pasteur Drive, Stanford Hospital, Ground floor.  Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-05-45-00,gpt-3.5-turbo,"More than one sentence found: Located at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  Remember, you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.",Complete
2024-01-23-T-06-14-41,gpt-3.5-turbo,More than one sentence found: Remember you must arrange for an adult to drive you home after surgery.  A taxi or ride share driver is not acceptable unless you have a responsible adult to accompany you home.,Complete
2024-01-23-T-07-12-07,gpt-4-1106-preview,"More than one sentence found: Endoscopy: 300 Pasteur Drive, Stanford Hospital, Ground Floor.  You need an adult to drive you home after surgery.",Complete
2024-01-23-T-16-44-29,gpt-4-1106-preview,"More than one sentence found: - 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  - You need an adult to drive you home after surgery.",Complete
2024-01-23-T-17-10-07,gpt-4-1106-preview,You need to have an adult drive you home after surgery.,Complete
2024-01-23-T-16-31-40,gpt-4-1106-preview,You need someone to drive you home after your surgery.,Complete
2024-01-23-T-16-45-17,gpt-4-1106-preview,"More than one sentence found: Endoscopy: 300 Pasteur Drive, Stanford Hospital, Ground Floor.  You need an adult to drive you home after surgery.",Complete
2024-01-23-T-16-40-42,gpt-4-1106-preview,"More than one sentence found: - Your surgery is at the 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  - You need an adult to drive you home.",Complete
2024-01-23-T-17-15-55,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  - You need to have an adult ready to drive you home.",Complete
2024-01-23-T-17-19-17,gpt-4-1106-preview,You need to have an adult ready to drive you home after surgery.,Complete
2024-01-23-T-17-13-53,gpt-4-1106-preview,You need an adult to drive you home after surgery.,Complete
2024-01-23-T-16-54-50,gpt-4-1106-preview,Make sure an adult can drive you home after surgery.,Complete
2024-01-23-T-16-53-51,gpt-4-1106-preview,"More than one sentence found: Endoscopy is at 300 Pasteur Drive, Stanford Hospital, on the ground floor.  You need an adult to drive you home after surgery.",Complete
2024-01-23-T-06-46-02,gpt-4-1106-preview,"More than one sentence found: Endoscopy is at 300 Pasteur Drive, Stanford Hospital, Ground floor.  - You need an adult to drive you home after surgery.",Complete
2024-01-23-T-07-06-07,gpt-4-1106-preview,"More than one sentence found: Endoscopy is at 300 Pasteur Drive, Stanford Hospital, on the ground floor.  You need to have an adult drive you home after surgery.",Complete
2024-01-23-T-17-29-30,gpt-4-1106-preview,"More than one sentence found: Endoscopy: It's at 300 Pasteur Drive, Stanford Hospital, on the ground floor.  You need to have an adult drive you home after surgery.",Complete
2024-01-23-T-17-33-32,gpt-4-1106-preview,You need to have an adult ready to drive you home after your surgery.,Complete
2024-01-23-T-16-37-43,gpt-4-1106-preview,"More than one sentence found: - To get there, go to 500 Pasteur Drive and use Elevator M (numbers 5, 6, 7, or 8) on the right side when you enter the main lobby.  - You need an adult to drive you home.",Complete
2024-01-23-T-16-53-19,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  - Make sure an adult can drive you home after surgery.",0
2024-01-23-T-16-36-03,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  You need to have an adult drive you home after surgery.",0
2024-01-23-T-17-08-04,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  You need someone to drive you home after surgery.",0
2024-01-23-T-06-54-43,gpt-4-1106-preview,"More than one sentence found: Endoscopy: 300 Pasteur Drive, Stanford Hospital, Ground Floor.  You need an adult to drive you home.",Complete
2024-01-23-T-16-49-16,gpt-4-1106-preview,You need to have an adult drive you home after surgery.,0
2024-01-23-T-16-51-25,gpt-4-1106-preview,- Make sure an adult can drive you home after surgery.,0
2024-01-23-T-16-33-40,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  - You need an adult to drive you home after surgery.",0
2024-01-23-T-06-50-46,gpt-4-1106-preview,"More than one sentence found: Endoscopy is at 300 Pasteur Drive, Stanford Hospital, Ground floor.  You need someone to drive you home after surgery.",Complete
2024-01-23-T-16-50-31,gpt-4-1106-preview,"More than one sentence found: Endoscopy: You'll go to 300 Pasteur Drive, Stanford Hospital, Ground floor.  You need to have an adult drive you home after surgery.",Complete
2024-01-23-T-16-26-53,gpt-4-1106-preview,"More than one sentence found: Endoscopy: 300 Pasteur Drive, Stanford Hospital, Ground floor.  You need someone to drive you home after surgery.",Complete
2024-01-23-T-16-59-49,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,Complete
2024-01-23-T-07-16-37,gpt-4-1106-preview,- You need to have an adult drive you home after surgery.,0
2024-01-23-T-07-07-08,gpt-4-1106-preview,Make sure an adult can drive you home after surgery.,Complete
2024-01-23-T-17-05-01,gpt-4-1106-preview,"More than one sentence found: Endoscopy: 300 Pasteur Drive, Stanford Hospital, Ground Floor.  You need to have an adult drive you home after your surgery.",Complete
2024-01-23-T-16-50-47,gpt-4-1106-preview,- You need an adult to drive you home after your surgery.,Complete
2024-01-23-T-17-30-33,gpt-4-1106-preview,You need to have an adult drive you home after your surgery.,Complete
2024-01-23-T-17-35-00,gpt-4-1106-preview,You need to have an adult drive you home after surgery.,Complete
2024-01-23-T-17-16-19,gpt-4-1106-preview,"More than one sentence found: Endoscopy: It's at 300 Pasteur Drive, Stanford Hospital, on the ground floor.  You need an adult to drive you home after surgery.",Complete
2024-01-23-T-16-57-39,gpt-4-1106-preview,"More than one sentence found: Endoscopy: It's at 300 Pasteur Drive, Stanford Hospital, on the ground floor.  You need someone to drive you home after surgery.",Complete
2024-01-23-T-06-58-07,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,Complete
2024-01-23-T-16-49-39,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,Complete
2024-01-23-T-06-59-41,gpt-4-1106-preview,"More than one sentence found: Endoscopy is at 300 Pasteur Drive, Stanford Hospital, Ground floor.  You need to have an adult ready to drive you home after your surgery.",Complete
2024-01-23-T-07-15-11,gpt-4-1106-preview,You need someone to drive you home after surgery.,Complete
2024-01-23-T-17-13-31,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,Complete
2024-01-23-T-17-03-37,gpt-4-1106-preview,You need an adult to drive you home after surgery.,0
2024-01-23-T-17-23-07,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,0
2024-01-23-T-17-35-21,gpt-4-1106-preview,"More than one sentence found: - Your surgery will be at 300P Operating Room, 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  - You need an adult to drive you home after surgery.",0
2024-01-23-T-16-56-50,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  You need someone to drive you home after surgery.",0
2024-01-23-T-17-04-09,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  You need to have an adult drive you home after surgery.",0
2024-01-23-T-17-28-07,gpt-4-1106-preview,Make sure an adult can drive you home after your surgery.,0
2024-01-23-T-16-47-28,gpt-4-1106-preview,You need an adult to drive you home after surgery.,Complete
2024-01-23-T-16-34-30,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,Complete
2024-01-23-T-07-01-58,gpt-4-1106-preview,You need someone to drive you home after surgery.,Complete
2024-01-23-T-16-52-23,gpt-4-1106-preview,- Make sure an adult can drive you home after surgery.,Complete
2024-01-23-T-07-22-43,gpt-4-1106-preview,You need to have an adult drive you home after surgery.,Complete
2024-01-23-T-16-46-51,gpt-4-1106-preview,- You need to have an adult ready to drive you home after your surgery.,Complete
2024-01-23-T-17-20-01,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  - You need an adult to drive you home.",Complete
2024-01-23-T-16-54-13,gpt-4-1106-preview,You need an adult to drive you home after your surgery.,Complete
2024-01-23-T-16-32-57,gpt-4-1106-preview,You need someone to drive you home after surgery.,Complete
2024-01-23-T-17-07-09,gpt-4-1106-preview,You need an adult to drive you home after surgery.,Complete
2024-01-23-T-06-55-57,gpt-4-1106-preview,"More than one sentence found: - Address: 500 Pasteur Drive, Stanford Hospital.  - You need to have an adult ready to drive you home after surgery.",Complete
2024-01-23-T-07-01-29,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,Complete
2024-01-23-T-07-10-53,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  Make sure an adult can drive you home after your surgery.",Complete
2024-01-23-T-17-20-21,gpt-4-1106-preview,"More than one sentence found: Endoscopy is at 300 Pasteur Drive, Stanford Hospital, Ground Floor.  You need an adult to drive you home after surgery.",Complete
2024-01-23-T-17-21-40,gpt-4-1106-preview,More than one sentence found: Directions: The hospital is at 500 Pasteur Drive.  You need to have an adult drive you home after your surgery.,0
2024-01-23-T-17-26-17,gpt-4-1106-preview,You need an adult to drive you home after surgery.,Complete
2024-01-23-T-07-24-16,gpt-4-1106-preview,"More than one sentence found: - Address: 500 Pasteur Drive, Stanford, CA.  - You need an adult to drive you home after surgery.",Complete
2024-01-23-T-17-27-05,gpt-4-1106-preview,Make sure an adult can drive you home after surgery.,Complete
2024-01-23-T-16-42-54,gpt-4-1106-preview,- Make sure an adult can drive you home after surgery.,Complete
2024-01-23-T-17-17-22,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,Complete
2024-01-23-T-17-29-07,gpt-4-1106-preview,"More than one sentence found: - Your surgery will be at the 300P Operating Room, 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  - You need an adult to drive you home after surgery.",Complete
2024-01-23-T-07-13-29,gpt-4-1106-preview,- You need an adult to drive you home.,Complete
2024-01-23-T-16-39-40,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,Complete
2024-01-23-T-16-33-58,gpt-4-1106-preview,"More than one sentence found: Endoscopy: It's at 300 Pasteur Drive, Stanford Hospital, on the ground floor.  You need an adult to drive you home after surgery.",Complete
2024-01-23-T-17-33-07,gpt-4-1106-preview,"More than one sentence found: Endoscopy is at 300 Pasteur Drive, Stanford Hospital, Ground floor.  You need an adult to drive you home after surgery.",Complete
2024-01-23-T-16-29-26,gpt-4-1106-preview,You need an adult to drive you home after surgery.,Complete
2024-01-23-T-17-01-06,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  - You need an adult to drive you home after surgery.",Complete
2024-01-23-T-17-05-51,gpt-4-1106-preview,- You need an adult to drive you home.,Complete
2024-01-23-T-16-58-01,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,0
2024-01-23-T-07-08-16,gpt-4-1106-preview,- Make sure an adult can drive you home after surgery.,Complete
2024-01-23-T-16-41-29,gpt-4-1106-preview,"More than one sentence found: Endoscopy: It's at 300 Pasteur Drive, Stanford Hospital, on the ground floor.  You need to have an adult ready to drive you home after surgery.",Complete
2024-01-23-T-06-51-16,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,Complete
2024-01-23-T-16-27-30,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,0
2024-01-23-T-06-47-12,gpt-4-1106-preview,"More than one sentence found: - The hospital is at 500 Pasteur Drive, Stanford, 2nd floor, Pre-Procedure Unit.  - You need an adult to drive you home after surgery.",0
2024-01-23-T-17-18-43,gpt-4-1106-preview,- Make sure an adult can drive you home after surgery.,0
2024-01-23-T-16-30-46,gpt-4-1106-preview,"More than one sentence found: - Address: 500 Pasteur Drive, Stanford.  - You need an adult to drive you home after surgery.",0
2024-01-23-T-17-12-39,gpt-4-1106-preview,"More than one sentence found: You'll go to the Endoscopy Lab at 300 Pasteur Drive, Stanford Hospital, on the ground floor.  You need an adult to drive you home after surgery.",Complete
2024-01-23-T-07-17-53,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  You need to have an adult drive you home after surgery.",0
2024-01-23-T-16-55-37,gpt-4-1106-preview,You need an adult to drive you home after surgery.,0
2024-01-23-T-17-25-29,gpt-4-1106-preview,"More than one sentence found: Endoscopy: It's at 300 Pasteur Drive, Stanford Hospital, on the ground floor.  You need an adult to drive you home after your surgery.",Complete
2024-01-23-T-06-51-52,gpt-4-1106-preview,You need someone over 18 to drive you home after surgery.,0
2024-01-23-T-17-22-44,gpt-4-1106-preview,Make sure an adult can drive you home after surgery.,0
2024-01-23-T-16-38-36,gpt-4-1106-preview,- Make sure an adult can drive you home after surgery.,0
2024-01-23-T-17-34-29,gpt-4-1106-preview,You need someone to drive you home after surgery.,0
2024-01-23-T-17-06-42,gpt-4-1106-preview,You need someone to drive you home after surgery.,0
2024-01-23-T-17-11-00,gpt-4-1106-preview,"More than one sentence found: **How to Get There:** Go to 500 Pasteur Drive, Stanford Hospital, 2nd floor, Pre-Procedure Unit.  You need someone to drive you home after surgery.",0
2024-01-23-T-16-36-47,gpt-4-1106-preview,"More than one sentence found: Endoscopy: It's at 300 Pasteur Drive, Stanford Hospital, on the ground floor.  You need to have an adult ready to drive you home after your surgery.",Complete
2024-01-23-T-17-01-58,gpt-4-1106-preview,"More than one sentence found: Endoscopy: 300 Pasteur Drive, Stanford Hospital, Ground Floor.  You need to have an adult drive you home after your surgery.",Complete
2024-01-23-T-16-30-05,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  - Make sure an adult can drive you home after surgery.",0
2024-01-23-T-16-35-17,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,0
2024-01-23-T-06-48-53,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,0
2024-01-23-T-17-15-10,gpt-4-1106-preview,You need someone over 18 to drive you home after surgery.,0
2024-01-23-T-17-03-04,gpt-4-1106-preview,You need an adult to drive you home after surgery.,0
2024-01-23-T-17-09-45,gpt-4-1106-preview,"More than one sentence found: HOW TO GET THERE: The hospital is at 500 Pasteur Drive, 2nd floor, Pre-Procedure Unit.  Make sure an adult can drive you home after your surgery.",0
2024-01-23-T-06-48-22,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,0
2024-01-23-T-16-59-03,gpt-4-1106-preview,- Make sure an adult can drive you home after surgery.,0
2024-01-23-T-06-56-52,gpt-4-1106-preview,You need an adult to drive you home after surgery.,0
2024-01-23-T-16-30-13,gpt-4-1106-preview,"More than one sentence found: Endoscopy is at 300 Pasteur Drive, Stanford Hospital, on the ground floor.  You need someone to drive you home after surgery.",Complete
2024-01-23-T-06-53-50,gpt-4-1106-preview,"More than one sentence found: - 300P Operating Room at Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic, 300 Pasteur Drive.  - You need to have an adult drive you home after surgery.",0
2024-01-23-T-16-43-46,gpt-4-1106-preview,"More than one sentence found: Go to 500 Pasteur Drive, Stanford Hospital, 2nd floor, Pre-Procedure Unit.  You need an adult to drive you home after surgery.",0
2024-01-23-T-17-31-19,gpt-4-1106-preview,You need an adult to drive you home after surgery.,0
2024-01-23-T-17-24-19,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  You need to have an adult drive you home after surgery.",0
2024-01-23-T-07-03-31,gpt-4-1106-preview,You need an adult to drive you home after surgery.,0
2024-01-23-T-06-59-13,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  You need an adult to drive you home after your surgery.",0
2024-01-23-T-16-35-41,gpt-4-1106-preview,"More than one sentence found: - Your surgery is at the New Stanford Hospital, 500 Pasteur Drive, Stanford Hospital, 2nd floor, Pre-Procedure Unit.  - Make sure an adult can drive you home after surgery.",0
2024-01-23-T-16-28-17,gpt-4-1106-preview,Make sure an adult can drive you home after your surgery.,0
2024-01-23-T-16-42-09,gpt-4-1106-preview,- You need to have an adult friend or family member drive you home after surgery.,0
2024-01-23-T-06-52-50,gpt-4-1106-preview,"More than one sentence found: **How to Get There:** Go to 500 Pasteur Drive, Stanford Hospital.  You need an adult to drive you home after surgery.",0
2024-01-23-T-17-02-43,gpt-4-1106-preview,- You need to have an adult ready to drive you home after surgery.,0
2024-01-23-T-07-25-41,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  You need an adult to drive you home after surgery.",0
2024-01-23-T-17-32-20,gpt-4-1106-preview,"More than one sentence found: It's at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, in the Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  You need to have an adult drive you home after surgery.",0
2024-01-23-T-07-19-17,gpt-4-1106-preview,"More than one sentence found: Endoscopy is at 300 Pasteur Drive, Stanford Hospital, on the ground floor.  You need an adult to drive you home after surgery.",Complete
2024-01-23-T-17-08-49,gpt-4-1106-preview,"More than one sentence found: Endoscopy: 300 Pasteur Drive, Stanford Hospital, Ground Floor.  You need an adult to drive you home after surgery.",Complete
2024-01-23-T-07-09-44,gpt-4-1106-preview,- You need an adult to drive you home after surgery.,0
2024-01-23-T-07-21-02,gpt-4-1106-preview,"More than one sentence found: Go to 500 Pasteur Drive, Stanford Hospital, 2nd floor, Pre-Procedure Unit.  You need an adult to drive you home after surgery.",0
2024-01-23-T-17-11-55,gpt-4-1106-preview,"More than one sentence found: This is at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, in the Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  - You need an adult to drive you home.",0
2024-01-23-T-06-49-24,gpt-4-1106-preview,"More than one sentence found: - **Surgery will be at:** 300P Operating Room, 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  - You need an adult to drive you home after surgery.",0
2024-01-23-T-17-30-07,gpt-4-1106-preview,- You need an adult to drive you home.,0
2024-01-23-T-07-04-48,gpt-4-1106-preview,"More than one sentence found: 300P Operating Room at 300 Pasteur Drive, Stanford Hospital, Pavilion E25, Surgical Admission Unit/Anesthesia Pre-Evaluation Clinic.  You need someone to drive you home after surgery.",0